_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,browser_height,browser_width,feedback,tags,time,time_after,time_before,time_during,time_total,batch,browser_gold,browser_height_gold,browser_width_gold,duration,feedback_gold,image,row,sequence,tags_gold,time_after_gold,time_before_gold,time_during_gold,time_gold,time_total_gold,url
1054720248,10/03/2016 12:34,2152785223,10/03/2016 12:34,FALSE,grabpoints,0.231,39013744,653,1097,,"turtle,brain",1,7.4,5.4,0.9,13.9,6,,,,1,,image_67.jpg,721,1,,,,,,,http://www.vismet.org/VisMet/images/full/image_67.jpg
1054720249,10/03/2016 09:49,2152618571,10/03/2016 09:48,FALSE,prodege,0.8333,15555970,662,1366,,"Euro, smoke, track, flight, crash",1,11.5,7.2,0.9,19.6,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:05,2152625300,10/03/2016 10:05,FALSE,gifthunterclub,0.4114,39786553,918,1280,,"letra, e, humo, blanco, cielo, azul",1,12.1,5.2,0.9,18.3,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:08,2152626169,10/03/2016 10:05,FALSE,inboxpounds,0.2046,27836433,710,1200,,"euro, sky, contrail",1,8.8,18.6,0.9,28.3,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:08,2152626185,10/03/2016 10:08,FALSE,prodege,0.5053,32850083,894,1280,,"cartoon, sky",1,4.6,2.8,1,8.5,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:15,2152628901,10/03/2016 10:14,FALSE,clixsense,0.1874,20512953,812,1156,,"cloud, sky",1,8.9,20.8,0.9,30.9,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:29,2152634602,10/03/2016 10:28,FALSE,neodev,0.3315,35178285,827,600,,"streak, cloud, sky",1,25,6,1,32.2,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:43,2152641902,10/03/2016 10:43,FALSE,clixsense,0.351,6352682,770,1440,,plume,1,7.7,6.1,1,14.8,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 10:48,2152647291,10/03/2016 10:48,FALSE,instagc,0.3149,31176117,1128,800,,"clouds, falling",1,13.2,4.7,1,19,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:01,2152662363,10/03/2016 10:57,FALSE,gifthunterclub,0.239,24043308,648,1280,,"cloud, EU",1,8.6,27.1,1,36.7,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:05,2152666873,10/03/2016 11:04,FALSE,clixsense,0.3059,31988217,851,1821,,"cloud, trail",1,7.8,4.2,1,13.1,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:06,2152668016,10/03/2016 11:04,FALSE,instagc,0.272,17971506,657,1366,,"pound,money,trail",1,11.1,55.5,1,67.6,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:12,2152677295,10/03/2016 11:03,FALSE,clixsense,0.2164,29275930,983,1597,,euro,1,4.3,57.9,1,63.2,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:23,2152692287,10/03/2016 11:23,FALSE,clixsense,0.2757,6340330,580,1242,,smoke,1,9,19.4,1,29.5,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:27,2152696108,10/03/2016 11:26,FALSE,neodev,0.2772,35701460,618,1366,,jet,1,12.9,6.5,0.9,20.5,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:35,2152704600,10/03/2016 11:34,FALSE,gifthulk,0.2519,22552178,679,1280,,Cloud,1,11.1,10.9,1,23.1,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 11:42,2152712375,10/03/2016 11:42,FALSE,clixsense,0.2524,35394287,974,1920,,exhaust,1,5.7,4.9,1,11.7,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 12:08,2152742873,10/03/2016 12:08,FALSE,eup_slw,0.2747,24992939,974,1920,,clouds,1,6.3,4.8,1,12.1,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 12:13,2152749570,10/03/2016 12:12,FALSE,clixsense,0.2895,36313199,638,1366,,Euro symbol skywriter,1,29.8,7.3,1,38.2,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 12:20,2152762741,10/03/2016 12:20,FALSE,prodege,0.2512,24403612,646,1126,,"euro, flying, trail of smoke",1,7.9,4.8,1,13.8,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720249,10/03/2016 12:35,2152785611,10/03/2016 12:34,FALSE,grabpoints,0.231,39013744,653,1097,,"russia,zoom",1,8.4,5,1,14.5,6,,,,1,,image_364.jpg,722,2,,,,,,,http://www.vismet.org/VisMet/images/full/image_364.jpg
1054720250,10/03/2016 09:50,2152619140,10/03/2016 09:49,FALSE,prodege,0.8333,15555970,662,1366,,"tree, trees, body, branches, shadow",1,7.8,7.9,0.3,15.9,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:06,2152625612,10/03/2016 10:05,FALSE,gifthunterclub,0.4114,39786553,918,1280,,"figure, man, trees, body",1,10,5.4,0.9,16.5,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:08,2152626327,10/03/2016 10:08,FALSE,prodege,0.5053,32850083,894,1280,,"person, nervous system",1,10.1,9.8,1,20.9,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:10,2152626980,10/03/2016 10:08,FALSE,inboxpounds,0.2046,27836433,710,1200,,"man, tree, lungs, branches",1,7.1,15.2,0.9,23.4,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:29,2152634925,10/03/2016 10:29,FALSE,neodev,0.3315,35178285,827,600,,"trees, human body, insides",1,35.4,6,1,42.6,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:43,2152642226,10/03/2016 10:43,FALSE,clixsense,0.351,6352682,770,1440,,man-trees-figure,1,9.6,6.4,1,17.1,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 10:49,2152647975,10/03/2016 10:48,FALSE,instagc,0.3149,31176117,1128,800,,"person, outline, trees, head, chest, down there",1,25.2,4.5,1,30.8,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:05,2152667228,10/03/2016 11:05,FALSE,clixsense,0.3059,31988217,851,1821,,"figure, tree, vessels, man",1,10.8,4.5,1,16.3,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:05,2152667368,10/03/2016 11:01,FALSE,gifthunterclub,0.239,24043308,648,1280,,"human body, tree",1,14.4,25.7,1,41.1,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:07,2152669379,10/03/2016 11:06,FALSE,instagc,0.272,17971506,657,1366,,"man,inside,branches,trees",1,8.9,47.7,1,57.7,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:23,2152692590,10/03/2016 11:12,FALSE,clixsense,0.2164,29275930,983,1597,,"trees, anatomy",1,8.7,72.4,1,82.2,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:24,2152692895,10/03/2016 11:23,FALSE,clixsense,0.2757,6340330,580,1242,,tree,1,8.5,20.4,1,30,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:27,2152696378,10/03/2016 11:27,FALSE,neodev,0.2772,35701460,618,1366,,lung,1,6.4,7.4,1,14.9,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
